date,concentration
1980-08-01,27.600000000000023
1980-09-01,25.879999999999995
1980-10-01,26.019999999999982
1980-11-01,27.100000000000023
1980-12-01,28.20999999999998
1981-01-01,29.24000000000001
1981-02-01,30.480000000000018
1981-03-01,31.379999999999995
1981-04-01,32.50999999999999
1981-05-01,32.910000000000025
1981-06-01,32.25
1981-07-01,30.49000000000001
1981-08-01,28.430000000000007
1981-09-01,26.689999999999998
1981-10-01,26.860000000000014
1981-11-01,28.360000000000014
1981-12-01,29.610000000000014
1982-01-01,30.75
1982-02-01,31.610000000000014
1982-03-01,32.69999999999999
1982-04-01,33.56999999999999
1982-05-01,34.139999999999986
1982-06-01,33.35000000000002
1982-07-01,32.06
1982-08-01,29.810000000000002
1982-09-01,27.980000000000018
1982-10-01,27.860000000000014
1982-11-01,29.25999999999999
1982-12-01,30.49000000000001
1983-01-01,31.379999999999995
1983-02-01,32.51999999999998
1983-03-01,33.10000000000002
1983-04-01,34.94
1983-05-01,35.75999999999999
1983-06-01,35.31999999999999
1983-07-01,33.98000000000002
1983-08-01,32.379999999999995
1983-09-01,29.860000000000014
1983-10-01,29.99000000000001
1983-11-01,31.149999999999977
1983-12-01,32.99000000000001
1984-01-01,33.69999999999999
1984-02-01,34.5
1984-03-01,35.27999999999997
1984-04-01,37.06
1984-05-01,37.43000000000001
1984-06-01,36.80000000000001
1984-07-01,35.389999999999986
1984-08-01,33.27999999999997
1984-09-01,31.069999999999993
1984-10-01,31.350000000000023
1984-11-01,32.98000000000002
1984-12-01,34.22000000000003
1985-01-01,34.97000000000003
1985-02-01,35.99000000000001
1985-03-01,37.420000000000016
1985-04-01,38.35000000000002
1985-05-01,38.93000000000001
1985-06-01,38.25
1985-07-01,36.56
1985-08-01,34.68000000000001
1985-09-01,33.089999999999975
1985-10-01,32.80000000000001
1985-11-01,34.24000000000001
1985-12-01,35.56
1986-01-01,36.30000000000001
1986-02-01,36.94999999999999
1986-03-01,37.85000000000002
1986-04-01,39.55000000000001
1986-05-01,40.22000000000003
1986-06-01,39.55000000000001
1986-07-01,37.94
1986-08-01,35.89999999999998
1986-09-01,34.85000000000002
1986-10-01,34.170000000000016
1986-11-01,35.660000000000025
1986-12-01,36.89999999999998
1987-01-01,38.01999999999998
1987-02-01,38.48000000000002
1987-03-01,39.410000000000025
1987-04-01,40.99000000000001
1987-05-01,41.85000000000002
1987-06-01,41.25999999999999
1987-07-01,39.50999999999999
1987-08-01,38.10000000000002
1987-09-01,36.44
1987-10-01,36.360000000000014
1987-11-01,37.81
1987-12-01,38.95999999999998
1988-01-01,40.43000000000001
1988-02-01,41.73000000000002
1988-03-01,42.22000000000003
1988-04-01,43.589999999999975
1988-05-01,44.22000000000003
1988-06-01,43.79000000000002
1988-07-01,42.379999999999995
1988-08-01,40.43000000000001
1988-09-01,38.73000000000002
1988-10-01,38.879999999999995
1988-11-01,40.06999999999999
1988-12-01,41.339999999999975
1989-01-01,42.75999999999999
1989-02-01,43.06999999999999
1989-03-01,43.68000000000001
1989-04-01,45.420000000000016
1989-05-01,45.670000000000016
1989-06-01,45.120000000000005
1989-07-01,43.89999999999998
1989-08-01,41.670000000000016
1989-09-01,39.80000000000001
1989-10-01,39.99000000000001
1989-11-01,41.30000000000001
1989-12-01,42.51999999999998
1990-01-01,43.660000000000025
1990-02-01,44.69999999999999
1990-03-01,45.379999999999995
1990-04-01,46.19999999999999
1990-05-01,47.160000000000025
1990-06-01,46.23000000000002
1990-07-01,44.81
1990-08-01,42.910000000000025
1990-09-01,40.95999999999998
1990-10-01,41.18000000000001
1990-11-01,42.829999999999984
1990-12-01,44.20999999999998
1991-01-01,44.72000000000003
1991-02-01,45.75
1991-03-01,47.160000000000025
1991-04-01,48.60000000000002
1991-05-01,49.339999999999975
1991-06-01,48.24000000000001
1991-07-01,46.170000000000016
1991-08-01,44.01999999999998
1991-09-01,42.14999999999998
1991-10-01,42.20999999999998
1991-11-01,43.75
1991-12-01,44.99000000000001
1992-01-01,45.99000000000001
1992-02-01,46.72000000000003
1992-03-01,47.81
1992-04-01,49.14999999999998
1992-05-01,49.660000000000025
1992-06-01,49.25
1992-07-01,47.01999999999998
1992-08-01,45.0
1992-09-01,43.00999999999999
1992-10-01,43.31
1992-11-01,44.160000000000025
1992-12-01,45.39999999999998
1993-01-01,46.69999999999999
1993-02-01,47.160000000000025
1993-03-01,48.379999999999995
1993-04-01,49.45999999999998
1993-05-01,50.27999999999997
1993-06-01,49.60000000000002
1993-07-01,47.56999999999999
1993-08-01,45.51999999999998
1993-09-01,43.69
1993-10-01,43.99000000000001
1993-11-01,45.329999999999984
1993-12-01,46.80000000000001
1994-01-01,48.370000000000005
1994-02-01,48.910000000000025
1994-03-01,49.97000000000003
1994-04-01,51.25999999999999
1994-05-01,51.69
1994-06-01,50.94
1994-07-01,49.55000000000001
1994-08-01,47.48000000000002
1994-09-01,45.839999999999975
1994-10-01,46.0
1994-11-01,47.579999999999984
1994-12-01,49.04000000000002
1995-01-01,49.97000000000003
1995-02-01,51.0
1995-03-01,51.639999999999986
1995-04-01,53.44999999999999
1995-05-01,53.80000000000001
1995-06-01,53.25999999999999
1995-07-01,51.889999999999986
1995-08-01,49.44999999999999
1995-09-01,48.05000000000001
1995-10-01,47.75999999999999
1995-11-01,49.56
1995-12-01,50.69999999999999
1996-01-01,52.05000000000001
1996-02-01,53.24000000000001
1996-03-01,54.01999999999998
1996-04-01,54.70999999999998
1996-05-01,55.410000000000025
1996-06-01,54.97000000000003
1996-07-01,53.64999999999998
1996-08-01,51.48000000000002
1996-09-01,49.44999999999999
1996-10-01,49.610000000000014
1996-11-01,50.75999999999999
1996-12-01,52.329999999999984
1997-01-01,53.18000000000001
1997-02-01,53.99000000000001
1997-03-01,54.56
1997-04-01,56.360000000000014
1997-05-01,56.80000000000001
1997-06-01,55.629999999999995
1997-07-01,54.47000000000003
1997-08-01,52.5
1997-09-01,50.19
1997-10-01,50.76999999999998
1997-11-01,52.43000000000001
1997-12-01,54.27999999999997
1998-01-01,55.329999999999984
1998-02-01,56.14999999999998
1998-03-01,57.31
1998-04-01,58.610000000000014
1998-05-01,59.30000000000001
1998-06-01,58.879999999999995
1998-07-01,57.639999999999986
1998-08-01,55.77999999999997
1998-09-01,53.89999999999998
1998-10-01,54.23000000000002
1998-11-01,55.45999999999998
1998-12-01,56.97000000000003
1999-01-01,58.14999999999998
1999-02-01,58.870000000000005
1999-03-01,59.589999999999975
1999-04-01,61.139999999999986
1999-05-01,61.0
1999-06-01,60.35000000000002
1999-07-01,59.26999999999998
1999-08-01,56.93000000000001
1999-09-01,54.629999999999995
1999-10-01,55.129999999999995
1999-11-01,56.68000000000001
1999-12-01,58.0
2000-01-01,59.139999999999986
2000-02-01,59.45999999999998
2000-03-01,60.50999999999999
2000-04-01,61.660000000000025
2000-05-01,61.829999999999984
2000-06-01,61.69
2000-07-01,60.120000000000005
2000-08-01,58.120000000000005
2000-09-01,56.620000000000005
2000-10-01,56.73000000000002
2000-11-01,58.29000000000002
2000-12-01,59.52999999999997
2001-01-01,60.27999999999997
2001-02-01,61.5
2001-03-01,62.120000000000005
2001-04-01,62.860000000000014
2001-05-01,64.01999999999998
2001-06-01,63.31
2001-07-01,61.620000000000005
2001-08-01,59.55000000000001
2001-09-01,57.95999999999998
2001-10-01,58.089999999999975
2001-11-01,59.68000000000001
2001-12-01,61.24000000000001
2002-01-01,62.44
2002-02-01,63.079999999999984
2002-03-01,63.51999999999998
2002-04-01,64.86000000000001
2002-05-01,65.55000000000001
2002-06-01,65.39999999999998
2002-07-01,64.01999999999998
2002-08-01,61.49000000000001
2002-09-01,60.69999999999999
2002-10-01,60.25
2002-11-01,62.079999999999984
2002-12-01,63.77999999999997
2003-01-01,64.68
2003-02-01,65.62
2003-03-01,66.11000000000001
2003-04-01,67.64999999999998
2003-05-01,68.35000000000002
2003-06-01,68.13
2003-07-01,66.61000000000001
2003-08-01,64.48000000000002
2003-09-01,62.98000000000002
2003-10-01,63.0
2003-11-01,64.35000000000002
2003-12-01,65.69
2004-01-01,66.79000000000002
2004-02-01,67.36000000000001
2004-03-01,68.38999999999999
2004-04-01,70.5
2004-05-01,70.62
2004-06-01,69.55000000000001
2004-07-01,67.75999999999999
2004-08-01,65.83999999999997
2004-09-01,64.05000000000001
2004-10-01,64.22000000000003
2004-11-01,65.83999999999997
2004-12-01,67.44
2005-01-01,68.33999999999997
2005-02-01,69.61000000000001
2005-03-01,70.07
2005-04-01,72.05000000000001
2005-05-01,72.24000000000001
2005-06-01,72.07999999999998
2005-07-01,70.67000000000002
2005-08-01,68.67000000000002
2005-09-01,66.42000000000002
2005-10-01,66.80000000000001
2005-11-01,68.31
2005-12-01,69.95999999999998
2006-01-01,71.37
2006-02-01,72.01999999999998
2006-03-01,72.56
2006-04-01,74.37
2006-05-01,74.92000000000002
2006-06-01,74.02999999999997
2006-07-01,72.27999999999997
2006-08-01,70.48000000000002
2006-09-01,68.81
2006-10-01,69.06
2006-11-01,70.13999999999999
2006-12-01,71.66000000000003
2007-01-01,72.57999999999998
2007-02-01,73.70999999999998
2007-03-01,74.33999999999997
2007-04-01,76.23000000000002
2007-05-01,76.41000000000003
2007-06-01,75.87
2007-07-01,74.44999999999999
2007-08-01,71.83999999999997
2007-09-01,70.86000000000001
2007-10-01,70.86000000000001
2007-11-01,72.36000000000001
2007-12-01,73.61000000000001
2008-01-01,75.07
2008-02-01,75.83999999999997
2008-03-01,75.82999999999998
2008-04-01,76.76999999999998
2008-05-01,78.50999999999999
2008-06-01,78.05000000000001
2008-07-01,76.25
2008-08-01,74.08999999999997
2008-09-01,73.08999999999997
2008-10-01,72.77999999999997
2008-11-01,74.00999999999999
2008-12-01,75.11000000000001
2009-01-01,76.64999999999998
2009-02-01,77.12
2009-03-01,78.50999999999999
2009-04-01,79.57
2009-05-01,80.17000000000002
2009-06-01,79.62
2009-07-01,78.07
2009-08-01,76.07999999999998
2009-09-01,74.64999999999998
2009-10-01,74.32999999999998
2009-11-01,76.05000000000001
2009-12-01,77.49000000000001
2010-01-01,78.55000000000001
2010-02-01,80.07
2010-03-01,81.00999999999999
2010-04-01,82.38
2010-05-01,83.22000000000003
2010-06-01,82.24000000000001
2010-07-01,80.32999999999998
2010-08-01,78.51999999999998
2010-09-01,76.83999999999997
2010-10-01,77.16000000000003
2010-11-01,78.67000000000002
2010-12-01,79.81
2011-01-01,81.30000000000001
2011-02-01,81.92000000000002
2011-03-01,82.44999999999999
2011-04-01,83.37
2011-05-01,84.27999999999997
2011-06-01,83.69
2011-07-01,82.60000000000002
2011-08-01,80.20999999999998
2011-09-01,79.0
2011-10-01,78.93
2011-11-01,80.24000000000001
2011-12-01,81.80000000000001
2012-01-01,83.07
2012-02-01,83.35000000000002
2012-03-01,84.36000000000001
2012-04-01,86.43
2012-05-01,86.87
2012-06-01,85.88
2012-07-01,84.51999999999998
2012-08-01,82.54000000000002
2012-09-01,81.12
2012-10-01,81.00999999999999
2012-11-01,82.94999999999999
2012-12-01,84.33999999999997
2013-01-01,85.61000000000001
2013-02-01,86.85000000000002
2013-03-01,87.25999999999999
2013-04-01,88.35000000000002
2013-05-01,89.98000000000002
2013-06-01,88.87
2013-07-01,87.37
2013-08-01,85.41000000000003
2013-09-01,83.38999999999999
2013-10-01,83.69999999999999
2013-11-01,85.19
2013-12-01,86.82
2014-01-01,87.93
2014-02-01,88.10000000000002
2014-03-01,89.47000000000003
2014-04-01,91.32999999999998
2014-05-01,91.88
2014-06-01,91.31
2014-07-01,89.07
2014-08-01,87.20999999999998
2014-09-01,85.39999999999998
2014-10-01,85.64999999999998
2014-11-01,87.22000000000003
2014-12-01,88.79000000000002
2015-01-01,89.85000000000002
2015-02-01,90.31
2015-03-01,91.50999999999999
2015-04-01,93.44999999999999
2015-05-01,94.10000000000002
2015-06-01,92.88
2015-07-01,91.61000000000001
2015-08-01,89.0
2015-09-01,87.5
2015-10-01,88.27999999999997
2015-11-01,90.24000000000001
2015-12-01,91.88999999999999
2016-01-01,92.64999999999998
2016-02-01,94.16000000000003
2016-03-01,94.85000000000002
2016-04-01,97.57
2016-05-01,97.66000000000003
2016-06-01,97.0
2016-07-01,94.5
2016-08-01,92.24000000000001
2016-09-01,91.00999999999999
2016-10-01,91.5
2016-11-01,93.63999999999999
2016-12-01,94.55000000000001
2017-01-01,96.07
2017-02-01,96.63999999999999
2017-03-01,97.06
2017-04-01,98.94999999999999
2017-05-01,99.91000000000003
2017-06-01,99.12
2017-07-01,97.19999999999999
2017-08-01,95.24000000000001
2017-09-01,93.26999999999998
2017-10-01,93.63999999999999
2017-11-01,95.17000000000002
2017-12-01,96.75
